"EntityNumber","TypeOfAddress","CountryNL","CountryFR","Zipcode","MunicipalityNL","MunicipalityFR","StreetNL","StreetFR","HouseNumber","Box","ExtraAddressInfo","DateStrikingOff"
"2.182.299.070","BAET",,,"4780","Sankt Vith","Sankt Vith","John-Cockerill-Straße","John-Cockerill-Straße","5-7","","",
"2.182.300.951","BAET",,,"6720","Habay","Habay","Les Coeuvins","Les Coeuvins","C","","",
"2.182.301.149","BAET",,,"4760","Büllingen","Büllingen","Merlscheid","Merlscheid","17","b","",
"2.182.301.743","BAET",,,"4791","Burg-Reuland","Burg-Reuland","Oudler","Oudler","SN","","",
"2.182.302.337","BAET",,,"4950","Waimes","Waimes","Rue du Château","Rue du Château","12","","",
"2.182.302.733","BAET",,,"4950","Waimes","Waimes","Rue de Bosfagne,Sourbrodt","Rue de Bosfagne,Sourbrodt","SN","","",
"2.182.303.426","BAET",,,"4960","Malmedy","Malmedy","Avenue de Norvège","Avenue de Norvège","SN","","",
"2.182.303.723","BAET",,,"4970","Stavelot","Stavelot","Rue Saint Laurent","Rue Saint Laurent","SN","","",
"2.182.304.119","BAET",,,"4980","Trois-Ponts","Trois-Ponts","Place de la Gare","Place de la Gare","SN","","",
"2.182.304.614","BAET",,,"4987","Stoumont","Stoumont","Gare de la Gleize","Gare de la Gleize","SN","","",
"2.182.305.010","BAET",,,"6690","Vielsalm","Vielsalm","Ville-du-Bois","Ville-du-Bois","174","","",
"2.182.305.604","BAET",,,"6671","Gouvy","Gouvy","Courtil","Courtil","SN","","",
"2.182.306.097","BAET",,,"4750","Bütgenbach","Bütgenbach","Auf dem Mühlenberg","Auf dem Mühlenberg","SN","","",
"2.182.306.196","BAET",,,"4770","Amel","Amel","Medell,Auf der Leu","Medell,Auf der Leu","SN","","",
"2.182.306.592","BAET",,,"4780","Sankt Vith","Sankt Vith","Zoning Industriel","Zoning Industriel","2","","",
"2.182.306.889","BAET",,,"6660","Houffalize","Houffalize","Route de Liège","Route de Liège","6","c","",
"2.182.307.087","BAET",,,"6960","Manhay","Manhay","Route de Lierneux, Vx-Ch.","Route de Lierneux, Vx-Ch.","SN","","",
"2.182.307.285","BAET",,,"6600","Bastogne","Bastogne","Zoning Industriel","Zoning Industriel","SN","","",
"2.182.307.780","BAET",,,"6600","Bastogne","Bastogne","Cobru","Cobru","12","","",
"2.182.308.077","BAET",,,"6680","Sainte-Ode","Sainte-Ode","Barrière-Hinck","Barrière-Hinck","SN","","",
"2.182.308.572","BAET",,,"6941","Durbuy","Durbuy","Rue de Tohogne","Rue de Tohogne","SN","","",
"2.182.308.770","BAET",,,"6997","Erezée","Erezée","Rue du Pont-d'Erezée, Fisenne","Rue du Pont-d'Erezée, Fisenne","SN","","",
"2.182.318.371","BAET",,,"6990","Hotton","Hotton","Rue de Barvaux, Hotton","Rue de Barvaux, Hotton","SN","","",
"2.182.318.569","BAET",,,"6983","La Roche-en-Ardenne","La Roche-en-Ardenne","Roupage","Roupage","632","","",
"2.182.319.361","BAET",,,"6890","Libin","Libin","Rue de Villance","Rue de Villance","SN","","",
"2.182.319.757","BAET",,,"6800","Libramont-Chevigny","Libramont-Chevigny","Route de Libramont","Route de Libramont","SN","","",
"2.182.323.717","BAET",,,"6900","Marche-en-Famenne","Marche-en-Famenne","Waha, Rue Saint-Etienne","Waha, Rue Saint-Etienne","SN","","",
"2.183.209.286","BAET",,,"6900","Marche-en-Famenne","Marche-en-Famenne","Marloie, Rue du Carmel","Marloie, Rue du Carmel","SN","","",
"2.183.209.682","BAET",,,"6950","Nassogne","Nassogne","Rue de Lahaut","Rue de Lahaut","SN","","",
"2.183.210.177","BAET",,,"6870","Saint-Hubert","Saint-Hubert","Route de Grupont","Route de Grupont","SN","","",
"2.183.210.771","BAET",,,"6927","Tellin","Tellin","Rue de Tellin,Bure","Rue de Tellin,Bure","SN","","",
"2.183.210.870","BAET",,,"6970","Tenneville","Tenneville","Au-Gris-Han","Au-Gris-Han","13","","",
"2.183.211.068","BAET",,,"6640","Vaux-sur-Sûre","Vaux-sur-Sûre","Route de Vaux-sur-Sûre","Route de Vaux-sur-Sûre","SN","","",
"2.183.211.662","BAET",,,"6790","Aubange","Aubange","ZONING INDUSTRIEL AUBANGE","ZONING INDUSTRIEL AUBANGE","SN","","",
"2.183.211.860","BAET",,,"6810","Chiny","Chiny","Route de Bertrix,Moyen","Route de Bertrix,Moyen","SN","","",
"2.183.212.553","BAET",,,"6637","Fauvillers","Fauvillers","Warnach","Warnach","SN","","",
"2.183.217.404","BAET",,,"6720","Habay","Habay","Les Coeuvins","Les Coeuvins","SN","","",
"2.183.217.996","BAET",,,"6860","Léglise","Léglise","Rue du Léry,Wittimont","Rue du Léry,Wittimont","1","","",
"2.183.218.194","BAET",,,"6780","Messancy","Messancy","Rue de Krebling","Rue de Krebling","15","","",
"2.183.218.293","BAET",,,"6750","Musson","Musson","Rue Marcel-Niessen, Baranzy","Rue Marcel-Niessen, Baranzy","SN","","",
"2.183.218.392","BAET",,,"6767","Rouvroy","Rouvroy","Rue Sainte-Anne,Dampicourt","Rue Sainte-Anne,Dampicourt","SN","","",
"2.183.218.590","BAET",,,"6747","Saint-Léger (Lux.)","Saint-Léger (Lux.)","Voie des Mines","Voie des Mines","SN","","",
"2.183.218.788","BAET",,,"6730","Tintigny","Tintigny","Haut-des-Fagots,Breuvanne","Haut-des-Fagots,Breuvanne","SN","","",
"2.183.219.085","BAET",,,"6880","Bertrix","Bertrix","Route de Recogne","Route de Recogne","SN","","",
"2.183.219.481","BAET",,,"6830","Bouillon","Bouillon","Route de Bellevaux","Route de Bellevaux","SN","","",
"2.183.219.976","BAET",,,"6929","Daverdisse","Daverdisse","La Briqueterie","La Briqueterie","SN","","",
"2.183.220.372","BAET",,,"6887","Herbeumont","Herbeumont","Le Bois-Chaban, St-Médard","Le Bois-Chaban, St-Médard","1","","",
"2.183.220.570","BAET",,,"6840","Neufchâteau","Neufchâteau","Blanc Caillou,NEU","Blanc Caillou,NEU","SN","","",
"2.183.220.867","BAET",,,"6850","Paliseul","Paliseul","Rue d'Opont","Rue d'Opont","SN","","",
"2.183.221.164","BAET",,,"6920","Wellin","Wellin","Rue Paul-Dubois","Rue Paul-Dubois","SN","","",
"2.183.221.461","BAET",,,"6971","Tenneville","Tenneville","Route de Beausaint, Champlon","Route de Beausaint, Champlon","SN","","",
"2.183.222.451","BAET",,,"6960","Manhay","Manhay","Parc Industriel, Dochamps","Parc Industriel, Dochamps","SN","","",
"2.183.265.706","BAET",,,"6820","Florenville","Florenville","Chemin du Clument","Chemin du Clument","SN","","",
"2.183.265.805","BAET",,,"6987","Rendeux","Rendeux","Rue de La-Roche, Rendeux","Rue de La-Roche, Rendeux","16A","","",
"2.183.266.102","BAET",,,"6717","Attert","Attert","Schadeck","Schadeck","SN","","",
"2.183.295.103","BAET",,,"6767","Rouvroy","Rouvroy","Rue de l'Usine,Dampicourt","Rue de l'Usine,Dampicourt","SN","","",
"2.183.435.059","BAET",,,"6720","Habay","Habay","Les Coeuvins","Les Coeuvins","A","","",
"2.183.435.257","BAET",,,"6720","Habay","Habay","Les Coeuvins","Les Coeuvins","B","","",
"2.183.435.554","BAET",,,"6971","Tenneville","Tenneville","Route de Beausaint, Champlon","Route de Beausaint, Champlon","A","","",
"2.183.435.950","BAET",,,"6880","Bertrix","Bertrix","Route de Recogne","Route de Recogne","A","","",
"2.185.704.463","BAET",,,"6791","Aubange","Aubange","Rue de Rodange - ATHUS","Rue de Rodange - ATHUS","90","","",
"2.185.704.760","BAET",,,"6880","Bertrix","Bertrix","Rue Al-Paul","Rue Al-Paul","2","","",
"2.185.725.546","BAET",,,"6660","Houffalize","Houffalize","Rue de La-Roche","Rue de La-Roche","57","","",
"2.185.726.338","BAET",,,"6830","Bouillon","Bouillon","Cordemois","Cordemois","3","","",
"2.200.119.356","BAET",,,"6700","Arlon","Arlon","Heinsch, route de Neufchâteau","Heinsch, route de Neufchâteau","258","","",
"2.222.740.449","BAET",,,"6838","Bouillon","Bouillon","Rue du Tambour,Corbion","Rue du Tambour,Corbion","SN","","",
"2.158.292.758","BAET",,,"9000","Gent","Gent","Stropkaai","Stropkaai","14","","",
"2.175.916.569","BAET",,,"1730","Asse","Asse","Huinegem","Huinegem","47","","",
"2.175.916.866","BAET",,,"8310","Brugge","Brugge","Schaakstraat","Schaakstraat","100","","",
"2.175.916.965","BAET",,,"9600","Ronse","Ronse","Ninoofsesteenweg","Chaussée de Ninove","583","A","",
"2.207.103.356","BAET",,,"9000","Gent","Gent","Stropstraat","Stropstraat","31","","",
"2.207.103.653","BAET",,,"9000","Gent","Gent","Veermanplein","Veermanplein","1","","",
"2.207.105.039","BAET",,,"9032","Gent","Gent","Botestraat","Botestraat","100","","",
"2.207.105.138","BAET",,,"9000","Gent","Gent","Peerstraat","Peerstraat","1","","",
"2.207.105.336","BAET",,,"9000","Gent","Gent","Oudenaardsesteenweg","Oudenaardsesteenweg","74","","",
"2.207.106.623","BAET",,,"9030","Gent","Gent","Driepikkelstraat","Driepikkelstraat","30","","",
"2.207.106.821","BAET",,,"9050","Gent","Gent","Driebeekstraat","Driebeekstraat","22","","",
"2.207.107.613","BAET",,,"9052","Gent","Gent","Ter Linden","Ter Linden","29","","",
"2.207.108.108","BAET",,,"9031","Gent","Gent","Keiskantstraat","Keiskantstraat","3","","",
"2.207.108.405","BAET",,,"9032","Gent","Gent","Botestraat","Botestraat","98","","",
"2.207.115.531","BAET",,,"9000","Gent","Gent","Tolhuislaan","Tolhuislaan","77","","",
"2.207.115.630","BAET",,,"9041","Gent","Gent","Wolfputstraat","Wolfputstraat","92","","",
"2.207.115.828","BAET",,,"9000","Gent","Gent","Dracenastraat","Dracenastraat","8","","",
"2.207.116.125","BAET",,,"9041","Gent","Gent","Sint-Jozefstraat","Sint-Jozefstraat","8","","",
"2.207.116.323","BAET",,,"8730","Beernem","Beernem","Sportstraat","Sportstraat","1","","",
"2.207.116.422","BAET",,,"8730","Beernem","Beernem","C. Marichalstraat","C. Marichalstraat","3","","",
"2.207.117.511","BAET",,,"8370","Blankenberge","Blankenberge","Willem Tellstraat","Willem Tellstraat","32","","",
"2.207.117.808","BAET",,,"8370","Blankenberge","Blankenberge","Eric Jameslaan","Eric Jameslaan","16","","",
"2.207.118.501","BAET",,,"8420","De Haan","De Haan","Graaf Jansdijk","Graaf Jansdijk","18","","",
"2.207.118.994","BAET",,,"8420","De Haan","De Haan","Nieuwe Steenweg","Nieuwe Steenweg","74","","",
"2.207.180.956","BAET",,,"9910","Knesselare","Knesselare","Prinsengoeddreef","Prinsengoeddreef","33","","",
"2.207.181.847","BAET",,,"9910","Knesselare","Knesselare","Urselseweg","Urselseweg","185","","",
"2.207.183.827","BAET",,,"9280","Lebbeke","Lebbeke","Koning Albert I-straat","Koning Albert I-straat","124","","",
"2.207.184.916","BAET",,,"8370","Blankenberge","Blankenberge","Ach Van Ackersquare","Ach Van Ackersquare","1","","",
"2.207.185.114","BAET",,,"8370","Blankenberge","Blankenberge","Groenestraat","Groenestraat","117","","",
"2.207.187.587","BAET",,,"9280","Lebbeke","Lebbeke","Koning Albert I-straat","Koning Albert I-straat","124","*","",
"2.207.187.884","BAET",,,"1770","Liedekerke","Liedekerke","Sportlaan","Sportlaan","5","","",
"2.207.188.082","BAET",,,"8430","Middelkerke","Middelkerke","Populierenlaan","Populierenlaan","20","","",
"2.207.188.874","BAET",,,"8890","Moorslede","Moorslede","Iepersestraat","Iepersestraat","52","H","",
"2.207.192.042","BAET",,,"8890","Moorslede","Moorslede","Ledegemstraat","Ledegemstraat","40","","",
"2.207.194.616","BAET",,,"8400","Oostende","Oostende","Koninginnelaan","Koninginnelaan","1","","",
"2.207.195.309","BAET",,,"8020","Oostkamp","Oostkamp","Albrecht Rodenbachstraat","Albrecht Rodenbachstraat","42","","",
"2.207.195.705","BAET",,,"8020","Oostkamp","Oostkamp","Albrecht Rodenbachstraat","Albrecht Rodenbachstraat","42","*","",
"2.207.196.792","BAET",,,"8020","Oostkamp","Oostkamp","Sportstraat","Sportstraat","2","","",
"2.207.196.990","BAET",,,"1740","Ternat","Ternat","Van Cauwelaertstraat","Van Cauwelaertstraat","40","","",
"2.207.198.079","BAET",,,"1740","Ternat","Ternat","Van Cauwelaertstraat","Van Cauwelaertstraat","40","*","",
"2.207.214.808","BAET",,,"9060","Zelzate","Zelzate","Oostkade","Oostkade","1","","",
"2.207.215.204","BAET",,,"9930","Zomergem","Zomergem","Den Boer","Den Boer","17","","",
"2.207.215.796","BAET",,,"9930","Zomergem","Zomergem","Den Boer","Den Boer","17","*","",
"2.207.216.390","BAET",,,"9000","Gent","Gent","Vissersdijk","Vissersdijk","1","","",
"2.207.216.786","BAET",,,"9000","Gent","Gent","Gaspar de Craeyerstraat","Gaspar de Craeyerstraat","2","","",
"2.207.216.984","BAET",,,"1745","Opwijk","Opwijk","Heiveld","Heiveld","65","","",
"2.207.217.380","BAET",,,"9830","Sint-Martens-Latem","Sint-Martens-Latem","Hoge Heirweg","Hoge Heirweg","58","","",
"2.207.217.578","BAET",,,"9950","Waarschoot","Waarschoot","Sportstraat","Sportstraat","3","","",
"2.208.517.774","BAET",,,"1830","Machelen (Brab.)","Machelen (Brab.)","Heirbaan","Heirbaan","*","","",
"2.208.518.170","BAET",,,"8470","Gistel","Gistel","Sportstraat","Sportstraat","1","","",
"2.208.518.764","BAET",,,"8470","Gistel","Gistel","Sportstraat","Sportstraat","1","*","",
"2.208.519.160","BAET",,,"8470","Gistel","Gistel","Sportstraat","Sportstraat","1","°","",
"2.208.519.457","BAET",,,"8470","Gistel","Gistel","Dorpsstraat","Dorpsstraat","38","E","",
"2.208.519.853","BAET",,,"9900","Eeklo","Eeklo","Burg. Lionel Pussemierstraat","Burg. Lionel Pussemierstraat","157","","",
"2.208.520.348","BAET",,,"9900","Eeklo","Eeklo","Oostveldstraat","Oostveldstraat","162","","",
"2.208.521.140","BAET",,,"9950","Waarschoot","Waarschoot","Sportstraat","Sportstraat","3","*","",
"2.208.521.239","BAET",,,"8600","Diksmuide","Diksmuide","Pluimstraat(ESE)","Pluimstraat(ESE)","18","","",
"2.208.533.315","BAET",,,"8370","Blankenberge","Blankenberge","Ach Van Ackersquare","Ach Van Ackersquare","1","*","",
"2.208.533.612","BAET",,,"9040","Gent","Gent","Rozebroekslag","Rozebroekslag","28","","",
"2.208.533.810","BAET",,,"9040","Gent","Gent","Rozebroekslag","Rozebroekslag","28","*","",
"2.229.447.307","BAET",,,"8400","Oostende","Oostende","Leopold Van Tyghemlaan","Leopold Van Tyghemlaan","62","","",
"2.229.448.295","BAET",,,"9070","Destelbergen","Destelbergen","Koedreef","Koedreef","1","","",
"2.229.448.691","BAET",,,"9840","De Pinte","De Pinte","Nieuwstraat","Nieuwstraat",".","","",
"2.229.449.087","BAET",,,"8730","Beernem","Beernem","Wellingstraat","Wellingstraat","29","A","",
"2.229.449.582","BAET",,,"8810","Lichtervelde","Lichtervelde","Zandstraat","Zandstraat","15","","",
"2.229.719.303","BAET",,,"1770","Liedekerke","Liedekerke","Sportlaan","Sportlaan","3","","",
"2.229.719.796","BAET",,,"1830","Machelen (Brab.)","Machelen (Brab.)","Heirbaan","Heirbaan","10","","",
"2.229.720.489","BAET",,,"1830","Machelen (Brab.)","Machelen (Brab.)","Vuurkruisenlaan","Vuurkruisenlaan","28","","",
"2.229.720.984","BAET",,,"1831","Machelen (Brab.)","Machelen (Brab.)","Kosterstraat","Kosterstraat","70","","",
"2.229.721.380","BAET",,,"1831","Machelen (Brab.)","Machelen (Brab.)","Alfons De Cockplein","Alfons De Cockplein","10","","",
"2.229.721.578","BAET",,,"1830","Machelen (Brab.)","Machelen (Brab.)","Cornelis Peetersstraat","Cornelis Peetersstraat","39","","",
"2.229.721.875","BAET",,,"1830","Machelen (Brab.)","Machelen (Brab.)","Heirbaan","Heirbaan","10",".","",
"2.161.837.317","BAET",,,"9420","Erpe-Mere","Erpe-Mere","Joseph Cardijnstraat","Joseph Cardijnstraat","60","","",
"2.158.766.672","BAET",,,"1474","Genappe","Genappe","Rue Emile François","Rue Emile François","27","","",
"2.166.134.615","BAET",,,"1400","Nivelles","Nivelles","Rue de la Religion","Rue de la Religion","10","","",
"2.166.130.457","BAET",,,"1450","Chastre","Chastre","Rue de Gembloux","Rue de Gembloux","2","","",
"2.168.951.672","BAET",,,"1450","Chastre","Chastre","Avenue des Marronniers","Avenue des Marronniers","36","","",
"2.168.951.870","BAET",,,"1370","Jodoigne","Jodoigne","Marché aux Chevaux(Jod.)","Marché aux Chevaux(Jod.)","2","","",
"2.168.951.969","BAET",,,"1332","Rixensart","Rixensart","Rue de Rosières","Rue de Rosières","63","","",
"2.168.952.068","BAET",,,"1420","Braine-l'Alleud","Braine-l'Alleud","Rue des Trois Apôtres","Rue des Trois Apôtres","5","","",
"2.168.952.266","BAET",,,"1320","Jodoigne","Jodoigne","Place Saint-Martin,T.-la-G.","Place Saint-Martin,T.-la-G.","3","","",
"2.168.952.662","BAET",,,"1421","Braine-l'Alleud","Braine-l'Alleud","Rue du Cimetière","Rue du Cimetière","1","","",
"2.168.952.959","BAET",,,"1440","Braine-le-Château","Braine-le-Château","Chaussée de Tubize(W-B)","Chaussée de Tubize(W-B)","159","","",
"2.168.953.058","BAET",,,"1440","Braine-le-Château","Braine-le-Château","Rue des Ecoles(W-B)","Rue des Ecoles(W-B)","1","","",
"2.168.953.256","BAET",,,"1440","Braine-le-Château","Braine-le-Château","Rue Robert Ledecq(W-B)","Rue Robert Ledecq(W-B)","17","A","",
"2.168.955.533","BAET",,,"1440","Braine-le-Château","Braine-le-Château","Chaussée de Tubize(W-B)","Chaussée de Tubize(W-B)","11","","",
"2.168.955.830","BAET",,,"1315","Incourt","Incourt","Place","Place","8","","",
"2.168.956.127","BAET",,,"1315","Incourt","Incourt","Rue Ecole des Filles","Rue Ecole des Filles","5","","",
"2.168.956.325","BAET",,,"1472","Genappe","Genappe","Avenue Henri Semal","Avenue Henri Semal","19","","",
"2.168.956.721","BAET",,,"1340","Ottignies-Louvain-la-Neuve","Ottignies-Louvain-la-Neuve","Rue de l'Invasion","Rue de l'Invasion","119","A","",
"2.168.957.414","BAET",,,"1342","Ottignies-Louvain-la-Neuve","Ottignies-Louvain-la-Neuve","Avenue de Jassans","Avenue de Jassans","674","","",
"2.168.957.711","BAET",,,"1480","Tubize","Tubize","Rue de l'Ecole","Rue de l'Ecole","14","","",
"2.168.957.909","BAET",,,"1480","Tubize","Tubize","Chaussée d'Enghien","Chaussée d'Enghien","243","","",
"2.168.958.107","BAET",,,"1480","Tubize","Tubize","Place des Grées du Lou","Place des Grées du Lou","1","","",
"2.168.958.503","BAET",,,"1480","Tubize","Tubize","Rue de la Cure","Rue de la Cure","39","","",
"2.168.959.194","BAET",,,"1480","Tubize","Tubize","Avenue Gabrielle Petit","Avenue Gabrielle Petit","25","","",
"2.168.959.689","BAET",,,"1480","Tubize","Tubize","Grand'Place","Grand'Place","31","","",
"2.168.960.283","BAET",,,"1401","Nivelles","Nivelles","Rue de Dinant","Rue de Dinant","6","","",
"2.168.960.580","BAET",,,"1400","Nivelles","Nivelles","Square des Nations-Unies","Square des Nations-Unies","7","","",
"2.168.960.778","BAET",,,"1310","La Hulpe","La Hulpe","Rue des Combattants","Rue des Combattants","112","","",
"2.168.960.976","BAET",,,"1310","La Hulpe","La Hulpe","Rue Gaston Bary","Rue Gaston Bary","52","","",
"2.168.961.471","BAET",,,"1495","Villers-la-Ville","Villers-la-Ville","Rue du Berceau,Marbais","Rue du Berceau,Marbais","18","","",
"2.168.961.570","BAET",,,"1495","Villers-la-Ville","Villers-la-Ville","Rue du Culot,Tilly","Rue du Culot,Tilly","4","","",
"2.168.961.768","BAET",,,"1480","Tubize","Tubize","Square René Larcier","Square René Larcier","7","","",
"2.150.858.697","BAET",,,"3290","Diest","Diest","Michel Theysstraat","Michel Theysstraat","18","","",
"2.162.917.579","BAET",,,"2850","Boom","Boom","Colonel Silvertopstraat","Colonel Silvertopstraat","15","","",
"2.171.339.159","BAET",,,"2850","Boom","Boom","Industrieweg","Industrieweg","1","","",
"2.163.001.119","BAET",,,"1731","Asse","Asse","Brusselsesteenweg","Brusselsesteenweg","617","","",
"2.161.770.110","BAET",,,"3500","Hasselt","Hasselt","Willekensmolenstraat","Willekensmolenstraat","122","","",
"2.161.770.308","BAET",,,"3440","Zoutleeuw","Zoutleeuw","Ossenwegstraat","Ossenwegstraat","1","A","",
"2.162.852.253","BAET",,,"7000","Mons","Mons","Rue de Nimy","Rue de Nimy","53","","",
"2.162.853.342","BAET",,,"7390","Quaregnon","Quaregnon","Chasse des Prés","Chasse des Prés","1","","",
"2.162.853.540","BAET",,,"7180","Seneffe","Seneffe","Rue de Soudromont","Rue de Soudromont","1","","",
"2.162.853.639","BAET",,,"7110","La Louvière","La Louvière","Rue Grand Peuplier(H-A)","Rue Grand Peuplier(H-A)","20","","",
"2.162.853.936","BAET",,,"7100","La Louvière","La Louvière","Rue Hamoir(L.L)","Rue Hamoir(L.L)","30","","",
"2.162.854.629","BAET",,,"7000","Mons","Mons","Rue René Descartes","Rue René Descartes","2","","",
"2.162.854.926","BAET",,,"7130","Binche","Binche","Rue des Pastures(BIN)","Rue des Pastures(BIN)","95","","",
"2.165.787.195","BAET",,,"7110","La Louvière","La Louvière","Rue Athéna(H-G)","Rue Athéna(H-G)","-","","",
"2.227.021.515","BAET",,,"7033","Mons","Mons","Rue de Ciply (C.)","Rue de Ciply (C.)","265","B","",
"2.006.383.830","BAET",,,"7000","Mons","Mons","Chasse du Roeulx","Chasse du Roeulx","71","","",
"2.211.467.168","BAET",,,"7000","Mons","Mons","Rue Neuve","Rue Neuve","17","","",
"2.163.789.688","BAET",,,"7340","Colfontaine","Colfontaine","Place de Pâturages","Place de Pâturages","41","","",
"2.163.789.787","BAET",,,"7331","Saint-Ghislain","Saint-Ghislain","Rue des Hauts Monceaux(B)","Rue des Hauts Monceaux(B)","41","","",
"2.163.790.480","BAET",,,"7301","Boussu","Boussu","Rue Barbet(H)","Rue Barbet(H)","91","","",
"2.163.790.579","BAET",,,"7080","Frameries","Frameries","Rue du Parc","Rue du Parc","43","","",
"2.163.791.272","BAET",,,"7390","Quaregnon","Quaregnon","Rue Edouard Anseele","Rue Edouard Anseele","22","","",
"2.163.791.371","BAET",,,"7301","Boussu","Boussu","Rue Grande Campagne(H)","Rue Grande Campagne(H)","44","","",
"2.163.791.767","BAET",,,"7380","Quiévrain","Quiévrain","Rue de Bavay","Rue de Bavay","15","","",
"2.163.791.866","BAET",,,"7370","Dour","Dour","Rue Sainte Croix","Rue Sainte Croix","32","","",
"2.163.791.965","BAET",,,"7330","Saint-Ghislain","Saint-Ghislain","11e Rue(SG)","11e Rue(SG)","15","","",
"2.191.518.723","BAET",,,"7370","Dour","Dour","Rue Ferrer","Rue Ferrer","14","","",
"2.164.737.518","BAET",,,"7700","Mouscron","Mouscron","Gasstraat","Rue du Gaz","16","","hôtel de ville",
"2.162.441.982","BAET",,,"3900","Overpelt","Overpelt","Oude Markt","Oude Markt","2","","",
"2.154.177.186","BAET",,,"3600","Genk","Genk","Arbeidsstraat","Arbeidsstraat","66","","",
"2.154.177.285","BAET",,,"3600","Genk","Genk","Klotstraat","Klotstraat","125","","",
"2.163.385.555","BAET",,,"3600","Genk","Genk","Klotstraat","Klotstraat","125.","","",
"2.163.385.654","BAET",,,"3520","Zonhoven","Zonhoven","Jacob Lenaertsstraat","Jacob Lenaertsstraat","33","","",
"2.163.385.753","BAET",,,"3840","Borgloon","Borgloon","Brikhof","Brikhof","68","","",
"2.163.385.852","BAET",,,"3700","Tongeren","Tongeren","Baversstraat","Baversstraat","32","","",
"2.163.385.951","BAET",,,"3520","Zonhoven","Zonhoven","Boddenveldweg","Boddenveldweg","11","","",
"2.158.307.210","BAET",,,"3500","Hasselt","Hasselt","Trichterheideweg","Trichterheideweg","8","","",
"2.004.335.348","BAET",,,"5361","Hamois","Hamois","Rue du Moulin, Mohiville","Rue du Moulin, Mohiville","-","","",
"2.159.828.625","BAET",,,"5000","Namur","Namur","Avenue Sergent Vrithoff","Avenue Sergent Vrithoff","2","","",
"2.159.829.021","BAET",,,"5300","Andenne","Andenne","Chaussée d'Anton","Chaussée d'Anton","-","","",
"2.159.830.902","BAET",,,"5020","Namur","Namur","Chemin de Boninne(CH)","Chemin de Boninne(CH)","-","","",
"2.159.831.296","BAET",,,"5310","Eghezée","Eghezée","Route de Gembloux","Route de Gembloux","-","","",
"2.159.831.494","BAET",,,"5380","Fernelmont","Fernelmont","Rue Ernest Montellier, ZI, Nov.","Rue Ernest Montellier, ZI, Nov.","-","","",
"2.159.831.692","BAET",,,"5070","Fosses-la-Ville","Fosses-la-Ville","Rue de Falisolle,Vitrival","Rue de Falisolle,Vitrival","129","","",
"2.159.831.890","BAET",,,"5030","Gembloux","Gembloux","Rue du Stordoir, Sauv.","Rue du Stordoir, Sauv.","-","","",
"2.159.832.088","BAET",,,"4218","Héron","Héron","Rue Chavée","Rue Chavée","-","","",
"2.159.832.385","BAET",,,"5190","Jemeppe-sur-Sambre","Jemeppe-sur-Sambre","Route d'Eghezée,Onoz","Route d'Eghezée,Onoz","309","","",
"2.159.832.682","BAET",,,"5080","La Bruyère","La Bruyère","Rue de Gembloux, Rhisnes","Rue de Gembloux, Rhisnes","-","","",
"2.159.832.781","BAET",,,"5020","Namur","Namur","Chemin de la Vieille Sambre(ML)","Chemin de la Vieille Sambre(ML)","87","","",
"2.159.832.979","BAET",,,"5100","Namur","Namur","Chemin de Malpaire(NN)","Chemin de Malpaire(NN)","-","","",
"2.159.833.276","BAET",,,"5060","Sambreville","Sambreville","Rue Surmont(AUV)","Rue Surmont(AUV)","7","","",
"2.159.833.375","BAET",,,"5140","Sombreffe","Sombreffe","Rue de la Spinette, Boig.","Rue de la Spinette, Boig.","-","","",
"2.159.833.573","BAET",,,"5537","Anhée","Anhée","Rue de la Molignée, Warnant","Rue de la Molignée, Warnant","-","","",
"2.159.834.167","BAET",,,"5590","Ciney","Ciney","Happe","Happe","2","","",
"2.159.834.365","BAET",,,"5500","Dinant","Dinant","Rue Saint-Jacques","Rue Saint-Jacques","-","","",
"2.159.834.761","BAET",,,"5364","Hamois","Hamois","Rue des Papillons, Schaltin","Rue des Papillons, Schaltin","-","","",
"2.159.835.553","BAET",,,"5374","Havelange","Havelange","Route de Durbuy(MA)","Route de Durbuy(MA)","-","","",
"2.159.836.048","BAET",,,"5540","Hastière","Hastière","Av. Guy-Stinglhamber, H.-Lav.","Av. Guy-Stinglhamber, H.-Lav.","-","","",
"2.159.837.830","BAET",,,"5580","Rochefort","Rochefort","Rue de Ciney","Rue de Ciney","-","","",
"2.159.844.065","BAET",,,"5630","Cerfontaine","Cerfontaine","Rue des Valizes(Cer)","Rue des Valizes(Cer)","41","","",
"2.159.844.164","BAET",,,"5660","Couvin","Couvin","Rue du Lion, Fra.","Rue du Lion, Fra.","-","","",
"2.159.844.263","BAET",,,"5680","Doische","Doische","Rue du Marais","Rue du Marais","-","","",
"2.159.844.362","BAET",,,"5620","Florennes","Florennes","Rue Fort-Jaco, Morialmé","Rue Fort-Jaco, Morialmé","-","","",
"2.159.844.461","BAET",,,"5640","Mettet","Mettet","Rue de Somtet","Rue de Somtet","-","","",
"2.159.844.560","BAET",,,"5600","Philippeville","Philippeville","Rue de Vodecée(VOD)","Rue de Vodecée(VOD)","-","","",
"2.159.844.758","BAET",,,"5670","Viroinval","Viroinval","Chemin du Paradis, Vierves","Chemin du Paradis, Vierves","-","","",
"2.159.844.857","BAET",,,"5650","Walcourt","Walcourt","Rue du Jardinet(Wal)","Rue du Jardinet(Wal)","-","","",
