"EntityNumber","ActivityGroup","NaceVersion","NaceCode","Classification"
"2.102.967.027","OLK001","2003","6321005","MAIN"
"2.102.967.027","OLK001","2003","7230001","MAIN"
"2.102.967.027","RSZ001","2008","61100","MAIN"
"2.102.967.225","OLK001","2008","2530003","MAIN"
"2.102.967.225","OLK001","2008","2790012","MAIN"
"2.102.967.225","OLK001","2008","3320011","MAIN"
"2.102.967.225","OLK001","2008","4321103","MAIN"
"2.102.967.225","RSZ001","2003","64200","MAIN"
"2.102.967.225","OLK001","2003","2830004","MAIN"
"2.102.967.225","OLK001","2003","3162102","MAIN"
"2.102.967.225","OLK001","2003","4531002","MAIN"
"2.102.967.225","OLK001","2003","4531006","MAIN"
"2.102.967.225","OLK001","2003","74","MAIN"
"2.102.967.225","RSZ001","2008","61100","MAIN"
"2.102.967.423","OLK001","2008","2530003","MAIN"
"2.102.967.423","OLK001","2008","2790011","MAIN"
"2.102.967.423","OLK001","2008","3320011","MAIN"
"2.102.967.423","OLK001","2008","4321103","MAIN"
"2.102.967.423","RSZ001","2003","64200","MAIN"
"2.102.967.423","OLK001","2003","2830004","MAIN"
"2.102.967.423","OLK001","2003","3162101","MAIN"
"2.102.967.423","OLK001","2003","4531002","MAIN"
"2.102.967.423","OLK001","2003","4531006","MAIN"
"2.102.967.423","OLK001","2003","74","MAIN"
"2.102.967.423","RSZ001","2008","61100","MAIN"
"2.102.967.522","OLK001","2008","61200","MAIN"
"2.102.967.522","OLK001","2008","4321102","SECO"
"2.102.967.522","OLK001","2008","61100","SECO"
"2.102.967.522","OLK001","2008","6120001","SECO"
"2.102.967.522","OLK001","2008","6120002","SECO"
"2.102.967.522","OLK001","2008","6120004","SECO"
"2.102.967.522","RSZ001","2003","64200","MAIN"
"2.102.967.522","OLK001","2003","4531003","SECO"
"2.102.967.522","OLK001","2003","6420001","SECO"
"2.102.967.522","OLK001","2003","6420002","SECO"
"2.102.967.522","OLK001","2003","6420004","SECO"
"2.102.967.522","OLK001","2003","64201","SECO"
"2.102.967.522","RSZ001","2008","61100","MAIN"
"2.102.967.621","OLK001","2008","61200","MAIN"
"2.102.967.621","OLK001","2008","4321102","SECO"
"2.102.967.621","OLK001","2008","61100","SECO"
"2.102.967.621","OLK001","2008","6120001","SECO"
"2.102.967.621","OLK001","2008","6120002","SECO"
"2.102.967.621","OLK001","2008","6120004","SECO"
"2.102.967.621","RSZ001","2003","64200","MAIN"
"2.102.967.621","OLK001","2003","4531003","SECO"
"2.102.967.621","OLK001","2003","6420001","SECO"
"2.102.967.621","OLK001","2003","6420002","SECO"
"2.102.967.621","OLK001","2003","6420004","SECO"
"2.102.967.621","OLK001","2003","64201","SECO"
"2.102.967.621","RSZ001","2008","61100","MAIN"
"2.102.968.017","OLK001","2008","2530003","MAIN"
"2.102.968.017","OLK001","2008","2790011","MAIN"
"2.102.968.017","OLK001","2008","3320011","MAIN"
"2.102.968.017","OLK001","2008","4321103","MAIN"
"2.102.968.017","OLK001","2008","6311001","MAIN"
"2.102.968.017","RSZ001","2003","64200","MAIN"
"2.102.968.017","OLK001","2003","2830004","MAIN"
"2.102.968.017","OLK001","2003","3162101","MAIN"
"2.102.968.017","OLK001","2003","4531002","MAIN"
"2.102.968.017","OLK001","2003","4531006","MAIN"
"2.102.968.017","OLK001","2003","7230001","MAIN"
"2.102.968.017","RSZ001","2008","61100","MAIN"
"2.102.968.215","OLK001","2008","2530003","MAIN"
"2.102.968.215","OLK001","2008","2790011","MAIN"
"2.102.968.215","OLK001","2008","3320011","MAIN"
"2.102.968.215","OLK001","2008","4321103","MAIN"
"2.102.968.215","OLK001","2008","6311001","MAIN"
"2.102.968.215","RSZ001","2003","64200","MAIN"
"2.102.968.215","OLK001","2003","2830004","MAIN"
"2.102.968.215","OLK001","2003","3162101","MAIN"
"2.102.968.215","OLK001","2003","4531002","MAIN"
"2.102.968.215","OLK001","2003","4531006","MAIN"
"2.102.968.215","OLK001","2003","7230001","MAIN"
"2.102.968.215","RSZ001","2008","61100","MAIN"
"2.102.968.314","OLK001","2008","2530003","MAIN"
"2.102.968.314","OLK001","2008","2790011","MAIN"
"2.102.968.314","OLK001","2008","3320011","MAIN"
"2.102.968.314","OLK001","2008","4321103","MAIN"
"2.102.968.314","OLK001","2008","6311001","MAIN"
"2.102.968.314","RSZ001","2003","64200","MAIN"
"2.102.968.314","OLK001","2003","3162101","MAIN"
"2.102.968.314","OLK001","2003","4531002","MAIN"
"2.102.968.314","OLK001","2003","4531006","MAIN"
"2.102.968.314","OLK001","2003","7230001","MAIN"
"2.102.968.314","RSZ001","2008","61100","MAIN"
"2.102.968.413","OLK001","2008","2530003","MAIN"
"2.102.968.413","OLK001","2008","2790012","MAIN"
"2.102.968.413","OLK001","2008","3320011","MAIN"
"2.102.968.413","OLK001","2008","4321103","MAIN"
"2.102.968.413","RSZ001","2003","64200","MAIN"
"2.102.968.413","OLK001","2003","3162102","MAIN"
"2.102.968.413","OLK001","2003","4531002","MAIN"
"2.102.968.413","OLK001","2003","4531006","MAIN"
"2.102.968.413","OLK001","2003","74","MAIN"
"2.102.968.413","RSZ001","2008","61100","MAIN"
"2.102.968.710","OLK001","2008","2530003","MAIN"
"2.102.968.710","OLK001","2008","2790012","MAIN"
"2.102.968.710","OLK001","2008","3320011","MAIN"
"2.102.968.710","OLK001","2008","4321103","MAIN"
"2.102.968.710","RSZ001","2003","64200","MAIN"
"2.102.968.710","OLK001","2003","2830004","MAIN"
"2.102.968.710","OLK001","2003","3162102","MAIN"
"2.102.968.710","OLK001","2003","4531002","MAIN"
"2.102.968.710","OLK001","2003","4531006","MAIN"
"2.102.968.710","OLK001","2003","74","MAIN"
"2.102.968.710","RSZ001","2008","61100","MAIN"
"2.102.969.007","OLK001","2008","2530003","MAIN"
"2.102.969.007","OLK001","2008","2790012","MAIN"
"2.102.969.007","OLK001","2008","3320011","MAIN"
"2.102.969.007","OLK001","2008","4321103","MAIN"
"2.102.969.007","RSZ001","2003","64200","MAIN"
"2.102.969.007","OLK001","2003","2830004","MAIN"
"2.102.969.007","OLK001","2003","3162102","MAIN"
"2.102.969.007","OLK001","2003","4531002","MAIN"
"2.102.969.007","OLK001","2003","4531006","MAIN"
"2.102.969.007","OLK001","2003","74","MAIN"
"2.102.969.007","RSZ001","2008","61100","MAIN"
"2.102.969.205","OLK001","2008","2530003","MAIN"
"2.102.969.205","OLK001","2008","2790011","MAIN"
"2.102.969.205","OLK001","2008","3320011","MAIN"
"2.102.969.205","OLK001","2008","4321103","MAIN"
"2.102.969.205","OLK001","2008","5221004","MAIN"
"2.102.969.205","RSZ001","2003","64200","MAIN"
"2.102.969.205","OLK001","2003","2830004","MAIN"
"2.102.969.205","OLK001","2003","3162101","MAIN"
"2.102.969.205","OLK001","2003","4531002","MAIN"
"2.102.969.205","OLK001","2003","4531006","MAIN"
"2.102.969.205","OLK001","2003","6321005","MAIN"
"2.102.969.205","RSZ001","2008","61100","MAIN"
"2.102.969.403","OLK001","2008","2530003","MAIN"
"2.102.969.403","OLK001","2008","2790012","MAIN"
"2.102.969.403","OLK001","2008","3320011","MAIN"
"2.102.969.403","OLK001","2008","4321103","MAIN"
"2.102.969.403","OLK001","2008","6311001","MAIN"
"2.102.969.403","RSZ001","2003","64200","MAIN"
"2.102.969.403","OLK001","2003","2830004","MAIN"
"2.102.969.403","OLK001","2003","3162102","MAIN"
"2.102.969.403","OLK001","2003","4531002","MAIN"
"2.102.969.403","OLK001","2003","4531006","MAIN"
"2.102.969.403","OLK001","2003","7230001","MAIN"
"2.102.969.403","RSZ001","2008","61100","MAIN"
"2.102.969.502","OLK001","2008","2530003","MAIN"
"2.102.969.502","OLK001","2008","2790011","MAIN"
"2.102.969.502","OLK001","2008","3320011","MAIN"
"2.102.969.502","OLK001","2008","4321103","MAIN"
"2.102.969.502","OLK001","2008","6311001","MAIN"
"2.102.969.502","RSZ001","2003","64200","MAIN"
"2.102.969.502","OLK001","2003","3162101","MAIN"
"2.102.969.502","OLK001","2003","4531002","MAIN"
"2.102.969.502","OLK001","2003","4531006","MAIN"
"2.102.969.502","OLK001","2003","7230001","MAIN"
"2.102.969.502","RSZ001","2008","61100","MAIN"
"2.102.969.601","OLK001","2008","2530003","MAIN"
"2.102.969.601","OLK001","2008","2790011","MAIN"
"2.102.969.601","OLK001","2008","3320011","MAIN"
"2.102.969.601","OLK001","2008","4321103","MAIN"
"2.102.969.601","OLK001","2008","6311001","MAIN"
"2.102.969.601","RSZ001","2003","64200","MAIN"
"2.102.969.601","OLK001","2003","3162101","MAIN"
"2.102.969.601","OLK001","2003","4531002","MAIN"
"2.102.969.601","OLK001","2003","4531006","MAIN"
"2.102.969.601","OLK001","2003","7230001","MAIN"
"2.102.969.601","RSZ001","2008","61100","MAIN"
"2.102.969.797","OLK001","2008","61200","MAIN"
"2.102.969.797","OLK001","2008","47410","SECO"
"2.102.969.797","OLK001","2008","4778902","SECO"
"2.102.969.797","OLK001","2008","61100","SECO"
"2.102.969.797","RSZ001","2003","64200","MAIN"
"2.102.969.797","OLK001","2003","52487","SECO"
"2.102.969.797","OLK001","2003","5249803","SECO"
"2.102.969.797","OLK001","2003","64201","SECO"
"2.102.969.797","RSZ001","2008","61100","MAIN"
"2.102.969.896","OLK001","2008","61200","MAIN"
"2.102.969.896","OLK001","2008","4321102","SECO"
"2.102.969.896","OLK001","2008","61100","SECO"
"2.102.969.896","OLK001","2008","6120001","SECO"
"2.102.969.896","OLK001","2008","6120002","SECO"
"2.102.969.896","OLK001","2008","6120004","SECO"
"2.102.969.896","OLK001","2008","82110","SECO"
"2.102.969.896","OLK001","2008","82190","SECO"
"2.102.969.896","RSZ001","2003","64200","MAIN"
"2.102.969.896","OLK001","2003","4531003","SECO"
"2.102.969.896","OLK001","2003","6420001","SECO"
"2.102.969.896","OLK001","2003","6420002","SECO"
"2.102.969.896","OLK001","2003","6420004","SECO"
"2.102.969.896","OLK001","2003","64201","SECO"
"2.102.969.896","OLK001","2003","74851","SECO"
"2.102.969.896","OLK001","2003","74855","SECO"
"2.102.969.896","RSZ001","2008","61100","MAIN"
"2.102.969.995","OLK001","2008","2530003","MAIN"
"2.102.969.995","OLK001","2008","2790012","MAIN"
"2.102.969.995","OLK001","2008","3320011","MAIN"
"2.102.969.995","OLK001","2008","4321103","MAIN"
"2.102.969.995","RSZ001","2003","64200","MAIN"
"2.102.969.995","OLK001","2003","3162102","MAIN"
"2.102.969.995","OLK001","2003","4531002","MAIN"
"2.102.969.995","OLK001","2003","4531006","MAIN"
"2.102.969.995","OLK001","2003","74","MAIN"
"2.102.969.995","RSZ001","2008","61100","MAIN"
"2.102.970.094","OLK001","2008","2530003","MAIN"
"2.102.970.094","OLK001","2008","2790011","MAIN"
"2.102.970.094","OLK001","2008","3320011","MAIN"
"2.102.970.094","OLK001","2008","4321103","MAIN"
"2.102.970.094","OLK001","2008","6311001","MAIN"
"2.102.970.094","RSZ001","2003","64200","MAIN"
"2.102.970.094","OLK001","2003","3162101","MAIN"
"2.102.970.094","OLK001","2003","4531002","MAIN"
"2.102.970.094","OLK001","2003","4531006","MAIN"
"2.102.970.094","OLK001","2003","7230001","MAIN"
"2.102.970.094","RSZ001","2008","61100","MAIN"
"2.102.970.193","OLK001","2008","2530003","MAIN"
"2.102.970.193","OLK001","2008","2790011","MAIN"
"2.102.970.193","OLK001","2008","3320011","MAIN"
"2.102.970.193","OLK001","2008","4321103","MAIN"
"2.102.970.193","OLK001","2008","6311001","MAIN"
"2.102.970.193","RSZ001","2003","64200","MAIN"
"2.102.970.193","OLK001","2003","3162101","MAIN"
"2.102.970.193","OLK001","2003","4531002","MAIN"
"2.102.970.193","OLK001","2003","4531006","MAIN"
"2.102.970.193","OLK001","2003","7230001","MAIN"
"2.102.970.193","RSZ001","2008","61100","MAIN"
"2.102.970.292","OLK001","2008","2530003","MAIN"
"2.102.970.292","OLK001","2008","2790011","MAIN"
"2.102.970.292","OLK001","2008","3320011","MAIN"
"2.102.970.292","OLK001","2008","4321103","MAIN"
"2.102.970.292","OLK001","2008","6311001","MAIN"
"2.102.970.292","RSZ001","2003","64200","MAIN"
"2.102.970.292","OLK001","2003","3162101","MAIN"
"2.102.970.292","OLK001","2003","4531002","MAIN"
"2.102.970.292","OLK001","2003","4531006","MAIN"
"2.102.970.292","OLK001","2003","7230001","MAIN"
"2.102.970.292","RSZ001","2008","61100","MAIN"
"2.102.970.490","OLK001","2008","61200","MAIN"
"2.102.970.490","OLK001","2008","47410","SECO"
"2.102.970.490","OLK001","2008","4778902","SECO"
"2.102.970.490","OLK001","2008","61100","SECO"
"2.102.970.490","RSZ001","2003","64200","MAIN"
"2.102.970.490","OLK001","2003","64200","MAIN"
"2.102.970.490","OLK001","2003","52487","SECO"
"2.102.970.490","OLK001","2003","5249803","SECO"
"2.102.970.490","OLK001","2003","64201","SECO"
"2.102.970.490","RSZ001","2008","61100","MAIN"
"2.102.970.589","OLK001","2008","2530003","MAIN"
"2.102.970.589","OLK001","2008","2790011","MAIN"
"2.102.970.589","OLK001","2008","3320011","MAIN"
"2.102.970.589","OLK001","2008","4321103","MAIN"
"2.102.970.589","OLK001","2008","5221004","MAIN"
"2.102.970.589","RSZ001","2003","64200","MAIN"
"2.102.970.589","OLK001","2003","3162101","MAIN"
"2.102.970.589","OLK001","2003","4531002","MAIN"
"2.102.970.589","OLK001","2003","4531006","MAIN"
"2.102.970.589","OLK001","2003","6321005","MAIN"
"2.102.970.589","RSZ001","2008","61100","MAIN"
"2.102.970.688","OLK001","2008","2530003","MAIN"
"2.102.970.688","OLK001","2008","2790011","MAIN"
"2.102.970.688","OLK001","2008","3320011","MAIN"
"2.102.970.688","OLK001","2008","4321103","MAIN"
"2.102.970.688","OLK001","2008","6311001","MAIN"
"2.102.970.688","RSZ001","2003","64200","MAIN"
"2.102.970.688","OLK001","2003","3162101","MAIN"
"2.102.970.688","OLK001","2003","4531002","MAIN"
"2.102.970.688","OLK001","2003","4531006","MAIN"
"2.102.970.688","OLK001","2003","7230001","MAIN"
"2.102.970.688","RSZ001","2008","61100","MAIN"
"2.102.970.787","OLK001","2008","2530003","MAIN"
"2.102.970.787","OLK001","2008","2790011","MAIN"
"2.102.970.787","OLK001","2008","3320011","MAIN"
"2.102.970.787","OLK001","2008","4321103","MAIN"
"2.102.970.787","OLK001","2008","6311001","MAIN"
"2.102.970.787","RSZ001","2003","64200","MAIN"
"2.102.970.787","OLK001","2003","3162101","MAIN"
"2.102.970.787","OLK001","2003","4531002","MAIN"
"2.102.970.787","OLK001","2003","4531006","MAIN"
"2.102.970.787","OLK001","2003","7230001","MAIN"
"2.102.970.787","RSZ001","2008","61100","MAIN"
"2.102.970.985","OLK001","2008","2530003","MAIN"
"2.102.970.985","OLK001","2008","2790011","MAIN"
"2.102.970.985","OLK001","2008","3320011","MAIN"
"2.102.970.985","OLK001","2008","4321103","MAIN"
"2.102.970.985","OLK001","2008","6311001","MAIN"
"2.102.970.985","RSZ001","2003","64200","MAIN"
"2.102.970.985","OLK001","2003","2830004","MAIN"
"2.102.970.985","OLK001","2003","3162101","MAIN"
"2.102.970.985","OLK001","2003","4531002","MAIN"
"2.102.970.985","OLK001","2003","4531006","MAIN"
"2.102.970.985","OLK001","2003","7230001","MAIN"
"2.102.970.985","RSZ001","2008","61100","MAIN"
"2.102.971.183","OLK001","2008","61200","MAIN"
"2.102.971.183","OLK001","2008","47410","SECO"
"2.102.971.183","OLK001","2008","4778902","SECO"
"2.102.971.183","OLK001","2008","61100","SECO"
